Year,Month,City,Manufacturer,Vehicle Model,Units Sold,Speed (km/h),Range (km/charge),Price (INR)
2019,Sep,Mumbai,TVS,iQube,530,58,79,48748
2019,Sep,Delhi,Ather,450X,1740,60,74,50531
2019,Sep,Delhi,Ather,S1 Pro,373,98,122,81334
2019,Sep,Delhi,Ather,Photon HX,2324,79,101,74711
2019,Sep,Delhi,Ather,Chetak,1672,81,118,78436
2019,Sep,Delhi,Ather,iQube,738,73,81,145647
2019,Sep,Delhi,Ola Electric,450X,1810,75,113,119420
2019,Sep,Delhi,Ola Electric,S1 Pro,3732,87,108,113203
2019,Sep,Delhi,Ola Electric,Photon HX,3020,91,68,57554
2019,Sep,Delhi,Ola Electric,Chetak,363,61,121,85557
2019,Sep,Delhi,Ola Electric,iQube,1943,47,82,105000
2019,Sep,Delhi,Hero Electric,450X,604,47,66,49034
2019,Sep,Delhi,Hero Electric,S1 Pro,1764,66,123,66756
2019,Sep,Delhi,Hero Electric,Photon HX,202,81,117,45874
2019,Sep,Delhi,Hero Electric,Chetak,3409,94,121,145827
2019,Sep,Delhi,Hero Electric,iQube,3723,98,125,83876
2019,Sep,Delhi,Bajaj,450X,772,95,101,68381
2019,Sep,Delhi,Bajaj,S1 Pro,2257,95,106,51328
2019,Sep,Delhi,Bajaj,Photon HX,1383,64,108,114013
2019,Sep,Delhi,Bajaj,Chetak,4982,46,66,61941
2019,Sep,Delhi,Bajaj,iQube,4786,62,57,136098
2019,Sep,Delhi,TVS,450X,4978,75,82,87973
2019,Sep,Delhi,TVS,S1 Pro,1537,72,76,74616
2019,Sep,Delhi,TVS,Photon HX,3178,49,112,126733
2019,Sep,Delhi,TVS,Chetak,1617,44,71,62896
2019,Sep,Delhi,TVS,iQube,4245,77,63,89098
2019,Sep,Bangalore,Ather,450X,3689,48,114,61357
2019,Sep,Bangalore,Ather,S1 Pro,2988,76,94,143929
2019,Sep,Bangalore,Ather,Photon HX,3003,88,63,65765
2019,Sep,Bangalore,Ather,Chetak,133,46,90,119356
2019,Sep,Bangalore,Ather,iQube,2049,65,103,96186
2019,Sep,Bangalore,Ola Electric,450X,567,71,84,61577
2019,Sep,Bangalore,Ola Electric,S1 Pro,1336,40,99,68764
2019,Sep,Bangalore,Ola Electric,Photon HX,303,98,116,91352
2019,Sep,Bangalore,Ola Electric,Chetak,779,69,81,97138
2019,Sep,Bangalore,Ola Electric,iQube,1443,51,70,80516
2019,Sep,Bangalore,Hero Electric,450X,3721,90,126,57605
2019,Sep,Bangalore,Hero Electric,S1 Pro,4072,73,117,68766
2019,Sep,Bangalore,Hero Electric,Photon HX,3382,99,57,146789
2019,Sep,Bangalore,Hero Electric,Chetak,2773,57,91,52706
2019,Sep,Bangalore,Hero Electric,iQube,1894,53,75,108948
2019,Sep,Bangalore,Bajaj,450X,1949,72,65,59650
2019,Sep,Bangalore,Bajaj,S1 Pro,2109,46,84,70755
2019,Sep,Bangalore,Bajaj,Photon HX,521,100,98,60256
2019,Sep,Bangalore,Bajaj,Chetak,2150,57,61,119576
2019,Sep,Bangalore,Bajaj,iQube,2198,55,95,89611
2019,Sep,Bangalore,TVS,450X,3548,79,65,66456
2019,Sep,Bangalore,TVS,S1 Pro,4528,70,84,70906
2019,Sep,Bangalore,TVS,Photon HX,2480,70,92,75468
2019,Sep,Bangalore,TVS,Chetak,2820,60,92,82333
2019,Sep,Bangalore,TVS,iQube,4505,50,60,100077
2019,Sep,Chennai,Ather,450X,1348,87,72,59882
2019,Sep,Chennai,Ather,S1 Pro,2235,41,57,111535
2019,Sep,Chennai,Ather,Photon HX,1515,77,75,115150
2019,Sep,Chennai,Ather,Chetak,4441,63,89,97663
2019,Sep,Chennai,Ather,iQube,2241,90,107,78545
2019,Sep,Chennai,Ola Electric,450X,1110,49,125,123838
2019,Sep,Chennai,Ola Electric,S1 Pro,1772,91,108,64914
2019,Sep,Chennai,Ola Electric,Photon HX,1093,94,72,54873
2019,Sep,Chennai,Ola Electric,Chetak,2210,49,76,83579
2019,Sep,Chennai,Ola Electric,iQube,1251,63,89,57428
2019,Sep,Chennai,Hero Electric,450X,2459,70,95,67624
2019,Sep,Chennai,Hero Electric,S1 Pro,3610,50,86,137147
2019,Sep,Chennai,Hero Electric,Photon HX,3232,82,114,47436
2019,Sep,Chennai,Hero Electric,Chetak,2331,48,108,87254
2019,Sep,Chennai,Hero Electric,iQube,201,76,95,106929
2019,Sep,Chennai,Bajaj,450X,3096,45,109,112000
2019,Sep,Chennai,Bajaj,S1 Pro,1222,90,126,124800
2019,Sep,Chennai,Bajaj,Photon HX,563,97,112,118504
2019,Sep,Chennai,Bajaj,Chetak,4082,50,90,136752
2019,Sep,Chennai,Bajaj,iQube,3309,90,85,111559
2019,Sep,Chennai,TVS,450X,2357,69,97,46902
2019,Sep,Chennai,TVS,S1 Pro,1053,75,80,102512
2019,Sep,Chennai,TVS,Photon HX,1289,98,87,148096
2019,Sep,Chennai,TVS,Chetak,3095,83,92,90428
2019,Sep,Chennai,TVS,iQube,901,40,69,104424
2019,Sep,Kolkata,Ather,450X,3136,94,97,107056
2019,Sep,Kolkata,Ather,S1 Pro,3360,99,115,57479
2019,Sep,Kolkata,Ather,Photon HX,313,58,81,139795
2019,Sep,Kolkata,Ather,Chetak,4044,55,116,73284
2019,Sep,Kolkata,Ather,iQube,2061,42,79,130177
2019,Sep,Kolkata,Ola Electric,450X,3102,79,87,137878
2019,Sep,Kolkata,Ola Electric,S1 Pro,4531,63,78,129528
2019,Sep,Kolkata,Ola Electric,Photon HX,3510,79,100,113654
2019,Sep,Kolkata,Ola Electric,Chetak,376,58,104,74953
2019,Sep,Kolkata,Ola Electric,iQube,619,66,66,88848
2019,Sep,Kolkata,Hero Electric,450X,4610,77,108,62188
2019,Sep,Kolkata,Hero Electric,S1 Pro,882,53,76,74702
2019,Sep,Kolkata,Hero Electric,Photon HX,3483,91,68,110170
2019,Sep,Kolkata,Hero Electric,Chetak,1147,93,115,52100
2019,Sep,Kolkata,Hero Electric,iQube,2557,95,66,75764
2019,Sep,Kolkata,Bajaj,450X,2804,55,90,62252
2019,Sep,Kolkata,Bajaj,S1 Pro,4173,41,56,65942
2019,Sep,Kolkata,Bajaj,Photon HX,3114,86,105,45593
2019,Sep,Kolkata,Bajaj,Chetak,3490,60,115,107419
2019,Sep,Kolkata,Bajaj,iQube,4224,47,125,96839
2019,Sep,Kolkata,TVS,450X,2386,89,81,62585
2019,Sep,Kolkata,TVS,S1 Pro,2792,66,120,108396
2019,Sep,Kolkata,TVS,Photon HX,1443,45,78,80426
2019,Sep,Kolkata,TVS,Chetak,3211,64,101,117239
2019,Sep,Kolkata,TVS,iQube,2012,80,79,48219
2019,Oct,Mumbai,Ather,450X,2557,55,114,98497
2019,Oct,Mumbai,Ather,S1 Pro,873,40,115,58742
2019,Oct,Mumbai,Ather,Photon HX,4610,97,70,113224
2019,Oct,Mumbai,Ather,Chetak,4919,74,115,123779
2019,Oct,Mumbai,Ather,iQube,3417,68,85,117773
2019,Oct,Mumbai,Ola Electric,450X,4309,85,109,50915
2019,Oct,Mumbai,Ola Electric,S1 Pro,3095,42,97,124591
2019,Oct,Mumbai,Ola Electric,Photon HX,4903,67,61,59178
2019,Oct,Mumbai,Ola Electric,Chetak,976,46,81,78949
2019,Oct,Mumbai,Ola Electric,iQube,3082,49,74,76962
2019,Oct,Mumbai,Hero Electric,450X,1464,50,96,122140
2019,Oct,Mumbai,Hero Electric,S1 Pro,3318,67,90,91452
2019,Oct,Mumbai,Hero Electric,Photon HX,1125,48,123,131987
2019,Oct,Mumbai,Hero Electric,Chetak,1089,73,84,89636
2019,Oct,Mumbai,Hero Electric,iQube,850,46,63,145238
2019,Oct,Mumbai,Bajaj,450X,4113,41,70,77030
2019,Oct,Mumbai,Bajaj,S1 Pro,3599,63,92,65187
2019,Oct,Mumbai,Bajaj,Photon HX,4472,56,104,136717
2019,Oct,Mumbai,Bajaj,Chetak,452,45,124,61368
2019,Oct,Mumbai,Bajaj,iQube,1718,56,121,98683
2019,Oct,Mumbai,TVS,450X,2795,72,105,142036
2019,Oct,Mumbai,TVS,S1 Pro,2460,87,75,74694
2019,Oct,Mumbai,TVS,Photon HX,4246,90,91,84197
2019,Oct,Mumbai,TVS,Chetak,2184,53,64,53359
2019,Oct,Mumbai,TVS,iQube,1187,41,84,76723
2019,Oct,Delhi,Ather,450X,4586,60,111,129514
2019,Oct,Delhi,Ather,S1 Pro,488,58,69,136401
2019,Oct,Delhi,Ather,Photon HX,1802,72,60,137963
2019,Oct,Delhi,Ather,Chetak,2043,67,94,79596
2019,Oct,Delhi,Ather,iQube,243,87,118,124043
2019,Oct,Delhi,Ola Electric,450X,831,52,55,144819
2019,Oct,Delhi,Ola Electric,S1 Pro,4184,54,121,144796
2019,Oct,Delhi,Ola Electric,Photon HX,4509,67,113,106339
2019,Oct,Delhi,Ola Electric,Chetak,4894,59,74,69958
2019,Oct,Delhi,Ola Electric,iQube,3147,51,73,71607
2019,Oct,Delhi,Hero Electric,450X,2077,61,88,118585
2019,Oct,Delhi,Hero Electric,S1 Pro,1720,73,115,85885
2019,Oct,Delhi,Hero Electric,Photon HX,3816,45,95,146162
2019,Oct,Delhi,Hero Electric,Chetak,717,97,68,80765
2019,Oct,Delhi,Hero Electric,iQube,2011,93,91,143388
2019,Oct,Delhi,Bajaj,450X,4927,49,85,101127
2019,Oct,Delhi,Bajaj,S1 Pro,3937,49,103,137717
2019,Oct,Delhi,Bajaj,Photon HX,1774,71,112,123276
2019,Oct,Delhi,Bajaj,Chetak,1567,72,118,110673
2019,Oct,Delhi,Bajaj,iQube,909,76,89,142547
2019,Oct,Delhi,TVS,450X,525,41,125,91610
2019,Oct,Delhi,TVS,S1 Pro,1816,60,125,69570
2019,Oct,Delhi,TVS,Photon HX,2063,84,99,71671
2019,Oct,Delhi,TVS,Chetak,1940,51,95,53111
2019,Oct,Delhi,TVS,iQube,4998,78,76,120609
2019,Oct,Bangalore,Ather,450X,102,85,77,133731
2019,Oct,Bangalore,Ather,S1 Pro,4441,62,118,139063
2019,Oct,Bangalore,Ather,Photon HX,1845,82,80,109823
2019,Oct,Bangalore,Ather,Chetak,4981,78,115,60162
2019,Oct,Bangalore,Ather,iQube,4741,65,63,64399
2019,Oct,Bangalore,Ola Electric,450X,3447,50,63,45251
2019,Oct,Bangalore,Ola Electric,S1 Pro,178,98,75,85336
2019,Oct,Bangalore,Ola Electric,Photon HX,3291,63,119,128245
2019,Oct,Bangalore,Ola Electric,Chetak,229,98,73,79109
2019,Oct,Bangalore,Ola Electric,iQube,396,56,70,114537
2019,Oct,Bangalore,Hero Electric,450X,4905,69,60,136143
2019,Oct,Bangalore,Hero Electric,S1 Pro,3844,52,113,143761
2019,Oct,Bangalore,Hero Electric,Photon HX,1584,57,96,124371
2019,Oct,Bangalore,Hero Electric,Chetak,404,56,55,131947
2019,Oct,Bangalore,Hero Electric,iQube,3264,76,111,141487
2019,Oct,Bangalore,Bajaj,450X,2126,46,76,120072
2019,Oct,Bangalore,Bajaj,S1 Pro,1690,97,69,93708
2019,Oct,Bangalore,Bajaj,Photon HX,1893,65,81,65684
2019,Oct,Bangalore,Bajaj,Chetak,271,58,108,138388
2019,Oct,Bangalore,Bajaj,iQube,221,73,105,127873
2019,Oct,Bangalore,TVS,450X,2071,67,125,104583
2019,Oct,Bangalore,TVS,S1 Pro,2486,51,83,51200
2019,Oct,Bangalore,TVS,Photon HX,3142,88,100,128820
2019,Oct,Bangalore,TVS,Chetak,780,93,103,146682
2019,Oct,Bangalore,TVS,iQube,4541,51,89,68652
2019,Oct,Chennai,Ather,450X,4127,68,58,109735
2019,Oct,Chennai,Ather,S1 Pro,2590,61,89,117276
2019,Oct,Chennai,Ather,Photon HX,3620,89,91,71074
2019,Oct,Chennai,Ather,Chetak,4369,74,126,114874
2019,Oct,Chennai,Ather,iQube,2472,80,82,95557
2019,Oct,Chennai,Ola Electric,450X,4989,53,84,142393
2019,Oct,Chennai,Ola Electric,S1 Pro,3383,91,73,79268
2019,Oct,Chennai,Ola Electric,Photon HX,4358,91,57,102815
2019,Oct,Chennai,Ola Electric,Chetak,748,60,122,51502
2019,Oct,Chennai,Ola Electric,iQube,4455,99,73,55526
2019,Oct,Chennai,Hero Electric,450X,1698,70,103,48158
2019,Oct,Chennai,Hero Electric,S1 Pro,3806,83,118,91344
2019,Oct,Chennai,Hero Electric,Photon HX,181,44,89,134626
2019,Oct,Chennai,Hero Electric,Chetak,2921,87,55,140191
2019,Oct,Chennai,Hero Electric,iQube,819,86,98,134514
2019,Oct,Chennai,Bajaj,450X,105,97,113,107128
2019,Oct,Chennai,Bajaj,S1 Pro,4821,89,90,98203
2019,Oct,Chennai,Bajaj,Photon HX,2416,80,78,81394
2019,Oct,Chennai,Bajaj,Chetak,4507,61,110,117626
2019,Oct,Chennai,Bajaj,iQube,406,65,99,142485
2019,Oct,Chennai,TVS,450X,3424,91,93,64015
2019,Oct,Chennai,TVS,S1 Pro,3583,61,84,148733
2019,Oct,Chennai,TVS,Photon HX,1805,92,119,57491
2019,Oct,Chennai,TVS,Chetak,927,54,111,141144
2019,Oct,Chennai,TVS,iQube,2393,51,87,112467
2019,Oct,Kolkata,Ather,450X,1969,92,105,101801
2019,Oct,Kolkata,Ather,S1 Pro,4941,95,56,117014
2019,Oct,Kolkata,Ather,Photon HX,468,52,100,62312
2019,Oct,Kolkata,Ather,Chetak,198,68,84,45760
2019,Oct,Kolkata,Ather,iQube,4202,61,84,80336
2019,Oct,Kolkata,Ola Electric,450X,1307,76,70,60843
2019,Oct,Kolkata,Ola Electric,S1 Pro,906,73,119,54951
2019,Oct,Kolkata,Ola Electric,Photon HX,4181,90,96,89480
2019,Oct,Kolkata,Ola Electric,Chetak,2501,40,83,131626
2019,Oct,Kolkata,Ola Electric,iQube,4597,71,63,54625
2019,Oct,Kolkata,Hero Electric,450X,1248,65,99,47035
2019,Oct,Kolkata,Hero Electric,S1 Pro,327,60,74,144474
2019,Oct,Kolkata,Hero Electric,Photon HX,732,66,124,109405
2019,Oct,Kolkata,Hero Electric,Chetak,482,77,71,98194
2019,Oct,Kolkata,Hero Electric,iQube,4065,54,79,77935
2019,Oct,Kolkata,Bajaj,450X,3652,75,60,63680
2019,Oct,Kolkata,Bajaj,S1 Pro,4022,64,64,116560
2019,Oct,Kolkata,Bajaj,Photon HX,4300,97,87,88429
2019,Oct,Kolkata,Bajaj,Chetak,3033,89,86,86689
2019,Oct,Kolkata,Bajaj,iQube,3294,87,87,109742
2019,Oct,Kolkata,TVS,450X,4449,44,105,92694
2019,Oct,Kolkata,TVS,S1 Pro,3379,87,109,82615
2019,Oct,Kolkata,TVS,Photon HX,4706,52,62,93119
2019,Oct,Kolkata,TVS,Chetak,1368,50,66,106692
2019,Oct,Kolkata,TVS,iQube,2220,89,98,148745
2019,Nov,Mumbai,Ather,450X,4443,80,114,87519
2019,Nov,Mumbai,Ather,S1 Pro,1304,72,119,139773
2019,Nov,Mumbai,Ather,Photon HX,3285,71,126,53999
2019,Nov,Mumbai,Ather,Chetak,4305,74,125,67799
2019,Nov,Mumbai,Ather,iQube,771,51,125,108500
2019,Nov,Mumbai,Ola Electric,450X,2227,99,90,53853
2019,Nov,Mumbai,Ola Electric,S1 Pro,4719,75,115,107484
2019,Nov,Mumbai,Ola Electric,Photon HX,2445,85,112,137682
2019,Nov,Mumbai,Ola Electric,Chetak,2495,47,112,72937
2019,Nov,Mumbai,Ola Electric,iQube,539,100,63,50446
2019,Nov,Mumbai,Hero Electric,450X,1552,43,57,94158
2019,Nov,Mumbai,Hero Electric,S1 Pro,3837,43,115,132747
2019,Nov,Mumbai,Hero Electric,Photon HX,1837,50,127,59137
2019,Nov,Mumbai,Hero Electric,Chetak,3189,41,90,58767
2019,Nov,Mumbai,Hero Electric,iQube,4325,72,60,46374
2019,Nov,Mumbai,Bajaj,450X,250,98,118,76629
2019,Nov,Mumbai,Bajaj,S1 Pro,3673,49,113,115801
2019,Nov,Mumbai,Bajaj,Photon HX,2379,92,86,88788
2019,Nov,Mumbai,Bajaj,Chetak,2303,44,118,111027
2019,Nov,Mumbai,Bajaj,iQube,4973,97,96,70403
2019,Nov,Mumbai,TVS,450X,3937,98,88,75029
2019,Nov,Mumbai,TVS,S1 Pro,2108,59,65,147608
2019,Nov,Mumbai,TVS,Photon HX,3522,91,73,82995
2019,Nov,Mumbai,TVS,Chetak,917,62,66,146799
2019,Nov,Mumbai,TVS,iQube,2518,64,105,84376
2019,Nov,Delhi,Ather,450X,1826,69,76,133883
2019,Nov,Delhi,Ather,S1 Pro,169,47,72,146684
2019,Nov,Delhi,Ather,Photon HX,2582,98,95,61763
2019,Nov,Delhi,Ather,Chetak,899,51,103,128620
2019,Nov,Delhi,Ather,iQube,2497,60,70,90449
2019,Nov,Delhi,Ola Electric,450X,2396,49,74,75939
2019,Nov,Delhi,Ola Electric,S1 Pro,2211,77,102,121710
2019,Nov,Delhi,Ola Electric,Photon HX,2491,56,80,74239
2019,Nov,Delhi,Ola Electric,Chetak,3114,58,127,148535
2019,Nov,Delhi,Ola Electric,iQube,3260,93,115,140811
2019,Nov,Delhi,Hero Electric,450X,1183,76,72,59732
2019,Nov,Delhi,Hero Electric,S1 Pro,4527,60,72,134591
2019,Nov,Delhi,Hero Electric,Photon HX,4371,54,55,47481
2019,Nov,Delhi,Hero Electric,Chetak,1135,57,72,87892
2019,Nov,Delhi,Hero Electric,iQube,359,49,63,116873
2019,Nov,Delhi,Bajaj,450X,2742,93,63,64982
2019,Nov,Delhi,Bajaj,S1 Pro,209,88,120,126667
2019,Nov,Delhi,Bajaj,Photon HX,1669,56,84,72943
2019,Nov,Delhi,Bajaj,Chetak,4017,69,107,128528
2019,Nov,Delhi,Bajaj,iQube,4264,57,110,95170
2019,Nov,Delhi,TVS,450X,3724,98,68,101069
2019,Nov,Delhi,TVS,S1 Pro,3378,84,127,114793
2019,Nov,Delhi,TVS,Photon HX,1462,86,110,76490
2019,Nov,Delhi,TVS,Chetak,1876,52,92,65180
2019,Nov,Delhi,TVS,iQube,823,89,56,61944
2019,Nov,Bangalore,Ather,450X,639,97,122,67340
2019,Nov,Bangalore,Ather,S1 Pro,4104,49,85,68963
2019,Nov,Bangalore,Ather,Photon HX,1091,85,74,138249
2019,Nov,Bangalore,Ather,Chetak,726,45,93,71952
2019,Nov,Bangalore,Ather,iQube,2415,57,111,71613
2019,Nov,Bangalore,Ola Electric,450X,909,43,113,97953
2019,Nov,Bangalore,Ola Electric,S1 Pro,1579,87,82,77031
2019,Nov,Bangalore,Ola Electric,Photon HX,1885,94,94,145444
2019,Nov,Bangalore,Ola Electric,Chetak,1703,87,69,84949
2019,Nov,Bangalore,Ola Electric,iQube,4733,95,101,148091
2019,Nov,Bangalore,Hero Electric,450X,2549,61,118,72142
2019,Nov,Bangalore,Hero Electric,S1 Pro,847,63,55,122859
2019,Nov,Bangalore,Hero Electric,Photon HX,2239,94,115,51672
2019,Nov,Bangalore,Hero Electric,Chetak,1345,45,62,53245
2019,Nov,Bangalore,Hero Electric,iQube,3133,40,55,65972
2019,Nov,Bangalore,Bajaj,450X,621,96,111,132073
2019,Nov,Bangalore,Bajaj,S1 Pro,3689,71,69,100366
2019,Nov,Bangalore,Bajaj,Photon HX,128,40,65,140025
2019,Nov,Bangalore,Bajaj,Chetak,4947,100,98,48639
2019,Nov,Bangalore,Bajaj,iQube,3424,98,125,108377
2019,Nov,Bangalore,TVS,450X,1735,63,55,146256
2019,Nov,Bangalore,TVS,S1 Pro,2448,49,104,62039
2019,Nov,Bangalore,TVS,Photon HX,4634,65,113,61242
2019,Nov,Bangalore,TVS,Chetak,3870,100,100,112177
2019,Nov,Bangalore,TVS,iQube,2946,60,60,98314
2019,Nov,Chennai,Ather,450X,4442,54,125,82401
2019,Nov,Chennai,Ather,S1 Pro,925,58,114,130101
2019,Nov,Chennai,Ather,Photon HX,2744,80,111,140789
2019,Nov,Chennai,Ather,Chetak,1856,75,113,79566
2019,Nov,Chennai,Ather,iQube,3547,56,70,106932
2019,Nov,Chennai,Ola Electric,450X,227,81,87,72583
2019,Nov,Chennai,Ola Electric,S1 Pro,746,45,73,69867
2019,Nov,Chennai,Ola Electric,Photon HX,4409,98,65,86459
2019,Nov,Chennai,Ola Electric,Chetak,4411,75,62,92805
2019,Nov,Chennai,Ola Electric,iQube,2413,88,109,66819
2019,Nov,Chennai,Hero Electric,450X,4395,97,75,46894
2019,Nov,Chennai,Hero Electric,S1 Pro,4283,84,118,105741
2019,Nov,Chennai,Hero Electric,Photon HX,4693,86,118,53852
2019,Nov,Chennai,Hero Electric,Chetak,2621,99,111,82885
2019,Nov,Chennai,Hero Electric,iQube,200,80,97,73197
2019,Nov,Chennai,Bajaj,450X,3839,55,79,52371
2019,Nov,Chennai,Bajaj,S1 Pro,4156,93,61,119023
2019,Nov,Chennai,Bajaj,Photon HX,1439,59,67,55790
2019,Nov,Chennai,Bajaj,Chetak,3710,89,62,110761
2019,Nov,Chennai,Bajaj,iQube,1074,49,71,101084
2019,Nov,Chennai,TVS,450X,2915,57,55,121811
2019,Nov,Chennai,TVS,S1 Pro,1917,60,103,94163
2019,Nov,Chennai,TVS,Photon HX,2474,62,74,138316
2019,Nov,Chennai,TVS,Chetak,3867,91,57,85003
2019,Nov,Chennai,TVS,iQube,1324,49,67,111740
2019,Nov,Kolkata,Ather,450X,1296,60,68,72962
2019,Nov,Kolkata,Ather,S1 Pro,4840,64,119,59271
2019,Nov,Kolkata,Ather,Photon HX,4351,70,94,64073
2019,Nov,Kolkata,Ather,Chetak,3268,79,69,56516
2019,Nov,Kolkata,Ather,iQube,2127,71,127,119654
2019,Nov,Kolkata,Ola Electric,450X,2705,90,73,129439
2019,Nov,Kolkata,Ola Electric,S1 Pro,3326,73,83,80559
2019,Nov,Kolkata,Ola Electric,Photon HX,328,41,98,145012
2019,Nov,Kolkata,Ola Electric,Chetak,1637,61,125,67131
2019,Nov,Kolkata,Ola Electric,iQube,2030,85,99,63552
2019,Nov,Kolkata,Hero Electric,450X,774,40,98,140987
2019,Nov,Kolkata,Hero Electric,S1 Pro,2576,87,108,106483
2019,Nov,Kolkata,Hero Electric,Photon HX,3948,64,125,105602
2019,Nov,Kolkata,Hero Electric,Chetak,4054,64,90,89621
2019,Nov,Kolkata,Hero Electric,iQube,3029,71,124,47324
2019,Nov,Kolkata,Bajaj,450X,4244,82,68,77715
2019,Nov,Kolkata,Bajaj,S1 Pro,2611,95,55,65319
2019,Nov,Kolkata,Bajaj,Photon HX,1390,74,69,75196
2019,Nov,Kolkata,Bajaj,Chetak,3781,77,75,82943
2019,Nov,Kolkata,Bajaj,iQube,1526,70,97,135859
2019,Nov,Kolkata,TVS,450X,4005,88,73,115545
2019,Nov,Kolkata,TVS,S1 Pro,1052,45,121,89782
2019,Nov,Kolkata,TVS,Photon HX,2204,49,91,51582
2019,Nov,Kolkata,TVS,Chetak,2363,92,110,61964
2019,Nov,Kolkata,TVS,iQube,675,81,119,54180
2019,Dec,Mumbai,Ather,450X,4955,82,119,140541
2019,Dec,Mumbai,Ather,S1 Pro,1037,81,76,95937
2019,Dec,Mumbai,Ather,Photon HX,1184,43,65,121287
2019,Dec,Mumbai,Ather,Chetak,1800,63,81,119825
2019,Dec,Mumbai,Ather,iQube,1430,69,56,80391
2019,Dec,Mumbai,Ola Electric,450X,2181,93,104,95683
2019,Dec,Mumbai,Ola Electric,S1 Pro,1290,60,67,83135
2019,Dec,Mumbai,Ola Electric,Photon HX,2168,89,121,133740
2019,Dec,Mumbai,Ola Electric,Chetak,1625,45,102,67393
2019,Dec,Mumbai,Ola Electric,iQube,2736,41,111,74307
2019,Dec,Mumbai,Hero Electric,450X,1190,49,88,136109
2019,Dec,Mumbai,Hero Electric,S1 Pro,2246,49,124,130196
2019,Dec,Mumbai,Hero Electric,Photon HX,2673,81,61,62268
2019,Dec,Mumbai,Hero Electric,Chetak,3994,96,85,123334
2019,Dec,Mumbai,Hero Electric,iQube,1553,91,93,55766
2019,Dec,Mumbai,Bajaj,450X,1593,57,76,105010
2019,Dec,Mumbai,Bajaj,S1 Pro,3692,80,68,141313
2019,Dec,Mumbai,Bajaj,Photon HX,764,70,106,66074
2019,Dec,Mumbai,Bajaj,Chetak,2706,52,69,69180
2019,Dec,Mumbai,Bajaj,iQube,4669,68,95,104597
2019,Dec,Mumbai,TVS,450X,2241,89,68,77944
2019,Dec,Mumbai,TVS,S1 Pro,1798,43,69,46322
2019,Dec,Mumbai,TVS,Photon HX,4562,93,103,66224
2019,Dec,Mumbai,TVS,Chetak,1782,67,113,139591
2019,Dec,Mumbai,TVS,iQube,598,82,81,136748
2019,Dec,Delhi,Ather,450X,1814,97,106,122685
2019,Dec,Delhi,Ather,S1 Pro,1167,81,66,108935
2019,Dec,Delhi,Ather,Photon HX,4233,82,76,125437
2019,Dec,Delhi,Ather,Chetak,2555,75,125,61035
2019,Dec,Delhi,Ather,iQube,1105,54,76,86253
2019,Dec,Delhi,Ola Electric,450X,1117,59,91,116874
2019,Dec,Delhi,Ola Electric,S1 Pro,395,86,93,55884
2019,Dec,Delhi,Ola Electric,Photon HX,2944,42,65,115319
2019,Dec,Delhi,Ola Electric,Chetak,1584,79,113,149234
2019,Dec,Delhi,Ola Electric,iQube,2920,85,111,83541
2019,Dec,Delhi,Hero Electric,450X,3537,97,97,51771
2019,Dec,Delhi,Hero Electric,S1 Pro,2982,68,66,114479
2019,Dec,Delhi,Hero Electric,Photon HX,3098,58,117,80164
2019,Dec,Delhi,Hero Electric,Chetak,276,53,93,97520
2019,Dec,Delhi,Hero Electric,iQube,2752,43,71,72619
2019,Dec,Delhi,Bajaj,450X,2047,78,104,81390
2019,Dec,Delhi,Bajaj,S1 Pro,3733,70,65,107429
2019,Dec,Delhi,Bajaj,Photon HX,4253,97,66,71117
2019,Dec,Delhi,Bajaj,Chetak,3818,74,100,127141
2019,Dec,Delhi,Bajaj,iQube,2228,87,83,110275
2019,Dec,Delhi,TVS,450X,4912,91,75,63583
2019,Dec,Delhi,TVS,S1 Pro,1832,86,90,138076
2019,Dec,Delhi,TVS,Photon HX,1841,43,66,70583
2019,Dec,Delhi,TVS,Chetak,312,86,67,120606
2019,Dec,Delhi,TVS,iQube,2403,69,124,93654
2019,Dec,Bangalore,Ather,450X,1468,64,76,90439
2019,Dec,Bangalore,Ather,S1 Pro,2571,59,67,92613
2019,Dec,Bangalore,Ather,Photon HX,3051,56,80,133787
2019,Dec,Bangalore,Ather,Chetak,4220,53,90,93172
2019,Dec,Bangalore,Ather,iQube,3656,73,97,87532
2019,Dec,Bangalore,Ola Electric,450X,591,71,123,98614
2019,Dec,Bangalore,Ola Electric,S1 Pro,234,57,127,48035
2019,Dec,Bangalore,Ola Electric,Photon HX,1970,65,106,147362
2019,Dec,Bangalore,Ola Electric,Chetak,428,65,82,85830
2019,Dec,Bangalore,Ola Electric,iQube,2339,67,87,104349
2019,Dec,Bangalore,Hero Electric,450X,4453,69,83,136281
2019,Dec,Bangalore,Hero Electric,S1 Pro,945,91,113,139018
2019,Dec,Bangalore,Hero Electric,Photon HX,1720,89,126,104719
2019,Dec,Bangalore,Hero Electric,Chetak,1591,92,119,80443
2019,Dec,Bangalore,Hero Electric,iQube,2789,67,107,69987
2019,Dec,Bangalore,Bajaj,450X,3288,55,78,93569
2019,Dec,Bangalore,Bajaj,S1 Pro,1312,99,81,76157
2019,Dec,Bangalore,Bajaj,Photon HX,3206,79,57,108290
2019,Dec,Bangalore,Bajaj,Chetak,147,68,93,49380
2019,Dec,Bangalore,Bajaj,iQube,4207,70,91,145451
2019,Dec,Bangalore,TVS,450X,3918,53,74,50615
